12 24 19
31 28 7
95 52 18
30 18 28
30 18 14
30 13 29
52 28 12
68 36 18
24 5 7
39 38 15
38 19 12
70 89 15
98 30 85
67 19 5
35 46 21
54 28 35
62 34 17
54 51 15
21 5 28
36 35 28
9 3 8
37 72 15
49 19 22
37 6 6
60 33 7
70 37 21
58 39 44
92 92 33
20 32 22
89 52 46
14 10 2
25 22 3
41 45 18
54 78 13
38 25 66
11 23 19
115 60 25
22 56 19
19 41 14
55 16 53
29 22 32
30 17 6
22 16 7
23 46 6
123 34 27
16 11 16
123 82 19
11 21 22
47 8 15
31 19 4
30 15 10
16 17 27
80 41 50
103 34 14
86 59 23
37 18 24
40 8 27
26 17 14
47 49 19
35 35 28
37 17 26
12 17 13
66 33 3
74 18 12
9 28 25
157 110 54
58 43 29
1 30 3
9 12 8
42 22 33
47 33 35
22 18 0
63 18 22
49 46 18
12 20 10
56 23 11
124 51 29
22 25 0
58 59 18
34 34 12
20 19 25
53 21 60
24 56 39
34 26 10
22 14 32
22 34 11
38 18 36
71 67 36
118 68 101
61 50 84
5 25 2
15 12 21
6 32 5
20 15 7
66 47 83
59 70 50
48 16 10
13 42 34
74 62 16
9 35 20
78 70 20
71 10 32
21 7 21
10 6 30
15 17 7
19 9 4
23 4 13
29 20 8
14 13 3
14 6 6
33 15 2
24 22 22
8 11 1
41 18 14
32 20 13
13 12 2
35 22 7
13 12 21
8 18 1
20 25 8
12 9 18
104 49 12
6 14 12
25 68 32
54 38 18
10 16 21
12 5 4
16 18 15
68 53 53
9 7 27
7 23 15
3 10 12
30 6 12
13 32 23
23 22 20
50 23 18
16 8 15
12 27 13
10 4 0
24 7 27
39 36 4
29 23 12
14 25 7
11 6 3
24 8 21
25 29 13
33 21 11
28 12 27
29 20 23
34 30 6
51 41 43
73 45 18
13 33 23
65 73 19
14 28 20
39 45 51
44 40 14
16 15 29
72 24 12
30 45 60
23 10 16
19 30 9
12 16 7
33 10 2
28 3 8
27 36 8
12 13 10
33 21 2
21 42 4
13 18 9
12 36 9
30 8 9
21 57 11
29 25 16
13 3 0
18 51 22
21 11 5
34 13 5
32 15 7
10 12 23
35 25 15
26 10 13
45 5 16
21 41 9
43 55 20
21 34 12
9 7 0
23 18 13
16 13 3
23 10 20
14 16 32
17 37 11
30 12 18
25 29 12
27 29 39
28 54 14
39 28 17
50 53 39
42 35 15
41 25 8
21 18 26
15 12 7
57 34 52
67 53 28
23 3 15
27 11 45
78 37 39
34 64 27
41 18 47
52 14 25
55 33 43
68 68 49
45 23 43
20 15 49
88 68 36
65 80 44
38 16 14
32 11 2
49 49 27
37 23 10
29 38 7
42 63 17
60 28 8
42 22 2
30 7 25
44 46 31
9 6 34
19 19 0
45 62 21
20 16 7
26 29 23
11 24 45
24 18 44
25 24 50
50 68 41
18 20 19
26 47 26
40 24 10
67 43 21
27 42 16
33 26 78
23 58 9
10 4 18
15 26 24
48 31 13
51 130 46
21 24 23
13 7 12
17 17 9
126 60 80
34 10 13
32 20 62
37 31 23
28 20 12
20 25 20
18 7 9
7 4 41
20 23 17
73 32 24
21 47 81
8 11 8
57 24 12
24 15 20
35 34 12
20 7 5
33 26 9
20 50 9
48 22 28
54 23 40
92 56 46
45 36 26
11 24 8
18 10 7
68 47 27
32 22 44
12 32 16
35 19 3
25 45 28
43 23 23
17 9 2
88 44 40
37 42 14
63 38 35
34 37 40
40 44 13
37 30 39
23 34 50
20 15 38
32 28 27
63 32 59
24 1 7
32 66 25
57 39 15
22 14 27
27 2 17
6 17 12
40 23 11
36 21 19
26 45 27
25 35 10
20 28 23
61 40 29
18 36 27
58 42 38
25 31 42
48 23 18
11 15 27
23 12 15
38 54 66
17 50 20
42 33 13
35 29 35
71 51 46
120 66 33
41 22 19
39 19 17
31 27 27
54 58 18
17 27 18
59 17 15
19 15 24
52 24 39
27 63 29
25 18 7
40 33 46
31 32 9
39 40 33
33 39 55
14 2 14
11 13 14
29 17 12
25 21 24
40 75 55
32 44 33
30 8 20
17 21 25
49 13 41
43 45 14
24 16 23
1 22 9
33 26 40
33 26 22
33 27 16
13 27 21
9 23 20
27 43 20
13 17 9
22 24 10
44 58 16
35 41 22
30 24 6
32 62 14
47 105 11
14 27 21
32 30 31
23 45 41
52 52 40
14 8 25
30 40 25
4 25 14
40 32 42
21 40 22
33 36 63
64 39 26
17 6 8
63 23 31
41 29 9
71 52 108
17 25 22
15 30 12
98 56 81
49 27 19
17 16 15
2 30 27
22 35 29
20 15 1
18 24 43
14 13 24
56 16 11
67 58 44
61 53 44
28 41 22
40 36 36
16 28 28
25 45 79
19 54 36
38 61 39
6 40 20
43 56 15
28 37 56
20 18 13
132 79 61
56 28 38
62 72 21
17 46 12
38 21 40
66 38 20
117 81 42
57 40 30
31 49 27
